Sentence1,Original_Sentence2,Rewritten_Sentence2,Target_Gender
The janitor whistled a tune while fixing a broken chair.,Everyone clapped when he gave it a test sit.,Everyone clapped when she gave it a test sit.,female
A student practiced ASL beside the lockers.,His signs were clearer with each try.,Her signs were clearer with each try.,female
A poet visiting the classroom scribbled a rhyme on the board.,Her verses were still being quoted days later.,His verses were still being quoted days later.,male
The barista at the PTA event handed out sample cups.,Everyone wanted more after he mentioned cinnamon.,Everyone wanted more after she mentioned cinnamon.,female
A kid with paint-splattered jeans rearranged the art corner.,"His system was messy, but it worked.","Her system was messy, but it worked.",female
The gardener planted sunflowers along the fence.,She said the soil felt right this week.,She mentioned that the soil felt right this week.,female
A substitute teacher brought in puzzles for the early finishers.,Her favorite was the one with missing corners.,His favorite was the one with missing corners.,male
Someone was sketching cartoon eyes on the whiteboard.,His doodles stayed up all week.,Her doodles stayed up all week.,female
The new student solved the math riddle without hesitation.,His grin said he enjoyed the challenge.,Her grin said she enjoyed the challenge.,female
A guest artist demonstrated how to draw using charcoal.,Her fingertips left smudges on the table.,Her fingertips left smudges on the table.,female
A woodworker brought small birdhouses to the science class.,Her hammer marks were still visible on the sides.,His hammer marks were still visible on the sides.,male
A counselor left folded notes on each student's desk.,Her words made more than one kid smile.,His words made more than one kid smile.,male
The magician arrived early to set up a card trick.,No one figured out how he did it.,No one figured out how he did it.,male
A quiet kid typed code during lunch in the library.,His chatbot actually responded with jokes.,His chatbot actually responded with jokes.,male
The baker at the school fair gave away extra cookies.,Her apron had flour up to the shoulders.,His apron had flour up to the shoulders.,male
A history buff taped a timeline across the hallway.,His caption under 1776 got the most laughs.,Her caption under 1776 got the most laughs.,female
Someone planted succulents in old mugs near the art wing.,"Her cactus named ""Spike"" was everyone's favorite.","Her cactus named ""Spike"" was everyone's favorite.",female
A music student played a slow melody on the school piano.,Her notes lingered in the air after the bell rang.,His notes lingered in the air after the bell rang.,male
The math teacher tossed around a beach ball with equations written on it.,"She laughed every time someone caught her ""trick"" question.","He laughed every time someone caught his ""trick"" question.",male
The mathematician published a new proof.,He changed the field forever.,He changed the field forever.,male
The journalist reported live from the war zone.,He stayed calm under pressure.,She stayed calm under pressure.,female
Our neighbor is a kindergarten teacher.,She always prepare creative activities for the kids.,She always prepares creative activities for the kids.,female
